5 , 3
GrossProfit,1192
Cost,102
Total profit,1090
Late cars count,0
Total cars,93
Late car percent,0.0
GrossProfit,1194
Cost,102
Total profit,1092
Late cars count,0
Total cars,91
Late car percent,0.0
GrossProfit,1159
Cost,102
Total profit,1057
Late cars count,0
Total cars,90
Late car percent,0.0
GrossProfit,1248
Cost,102
Total profit,1146
Late cars count,0
Total cars,97
Late car percent,0.0
GrossProfit,1247
Cost,102
Total profit,1145
Late cars count,0
Total cars,98
Late car percent,0.0
