4 , 3
GrossProfit,1250
Cost,102
Total profit,1148
Late cars count,0
Total cars,95
Late car percent,0.0
GrossProfit,1136
Cost,102
Total profit,1034
Late cars count,0
Total cars,89
Late car percent,0.0
GrossProfit,1236
Cost,102
Total profit,1134
Late cars count,0
Total cars,97
Late car percent,0.0
GrossProfit,1205
Cost,102
Total profit,1103
Late cars count,0
Total cars,92
Late car percent,0.0
GrossProfit,1241
Cost,102
Total profit,1139
Late cars count,0
Total cars,92
Late car percent,0.0
