5 , 4
GrossProfit,1261
Cost,136
Total profit,1125
Late cars count,0
Total cars,96
Late car percent,0.0
GrossProfit,1214
Cost,136
Total profit,1078
Late cars count,0
Total cars,95
Late car percent,0.0
GrossProfit,1192
Cost,136
Total profit,1056
Late cars count,0
Total cars,93
Late car percent,0.0
GrossProfit,1236
Cost,136
Total profit,1100
Late cars count,0
Total cars,97
Late car percent,0.0
GrossProfit,1181
Cost,136
Total profit,1045
Late cars count,0
Total cars,92
Late car percent,0.0
