4 , 2
GrossProfit,1269
Cost,68
Total profit,1201
Late cars count,0
Total cars,100
Late car percent,0.0
GrossProfit,1213
Cost,68
Total profit,1145
Late cars count,0
Total cars,96
Late car percent,0.0
GrossProfit,1237
Cost,68
Total profit,1169
Late cars count,0
Total cars,96
Late car percent,0.0
GrossProfit,1237
Cost,68
Total profit,1169
Late cars count,0
Total cars,96
Late car percent,0.0
GrossProfit,1148
Cost,68
Total profit,1080
Late cars count,0
Total cars,89
Late car percent,0.0
