1 , 1
GrossProfit,324
Cost,34
Total profit,290
Late cars count,17
Total cars,25
Late car percent,68.0
GrossProfit,324
Cost,34
Total profit,290
Late cars count,17
Total cars,25
Late car percent,68.0
GrossProfit,345
Cost,34
Total profit,311
Late cars count,20
Total cars,28
Late car percent,71.42857142857143
GrossProfit,345
Cost,34
Total profit,311
Late cars count,21
Total cars,28
Late car percent,75.0
GrossProfit,325
Cost,34
Total profit,291
Late cars count,18
Total cars,24
Late car percent,75.0
