5 , 5
GrossProfit,1239
Cost,170
Total profit,1069
Late cars count,0
Total cars,94
Late car percent,0.0
GrossProfit,1271
Cost,170
Total profit,1101
Late cars count,0
Total cars,98
Late car percent,0.0
GrossProfit,1284
Cost,170
Total profit,1114
Late cars count,0
Total cars,97
Late car percent,0.0
GrossProfit,1215
Cost,170
Total profit,1045
Late cars count,0
Total cars,94
Late car percent,0.0
GrossProfit,1180
Cost,170
Total profit,1010
Late cars count,0
Total cars,93
Late car percent,0.0
