4 , 1
GrossProfit,1124
Cost,34
Total profit,1090
Late cars count,0
Total cars,89
Late car percent,0.0
GrossProfit,1158
Cost,34
Total profit,1124
Late cars count,0
Total cars,91
Late car percent,0.0
GrossProfit,1139
Cost,34
Total profit,1105
Late cars count,0
Total cars,86
Late car percent,0.0
GrossProfit,1207
Cost,34
Total profit,1173
Late cars count,0
Total cars,90
Late car percent,0.0
GrossProfit,1193
Cost,34
Total profit,1159
Late cars count,0
Total cars,92
Late car percent,0.0
